Species,Taxonomy,CO1
Linnaemya_rossica_1692399,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tachinidae_27474,7.0
Phytocoris_lasiomerus_881714,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,7.0
Abacena_accincta_709237,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Agylla_argentifera_1005071,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Aguna_panama_354759,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Aguna_coeloides_354757,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Ischnomera_cyanea_878043,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Oedemeridae_116144,7.0
Agrypnus_scrofa_341280,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Leptidea_duponcheli_189909,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pieridae_7114,7.0
Quedius_limbatus_1553704,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Agrotis_fatidica_2420070,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Pheidole_simplispinosa_926805,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Xylota_confusa_1352502,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,7.0
Leptacinus_sulcifrons_1587385,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Aidos_perfusa_1115402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Aididae_655153,7.0
Phytocoris_jucundus_881712,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,7.0
Quedius_maurus_878402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Agrochola_purpurea_1430474,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Leptacinus_intermedius_878057,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Lepidostoma_vernale_1056683,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Lepidostomatidae_158437,7.0
Ischnura_kellicotti_88049,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,7.0
Xylotrupes_beckeri_1247149,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Ischnura_saharensis_1273139,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,7.0
Agrioglypta_itysalis_259348,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,7.0
Lepidostoma_mexicanum_1188135,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Lepidostomatidae_158437,7.0
Ischyja_manlia_1126717,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Xylorycta_parabolella_1377747,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Xyloryctidae_347744,7.0
Leptinus_testaceus_460606,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,7.0
Phytobius_leucogaster_1342088,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Ipimorpha_retusa_987962,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Rhithrogena_gratianopolitana_1678818,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,7.0
Aleochara_bilineata_135921,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Aleiodes_wyomingensis_1895072,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,7.0
Phytoliriomyza_melampyga_414345,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Inurois_nikkoensis_570125,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ipanephis_esperanzalis_1053885,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Pheidole_fervida_614970,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Pheidole_fiorii_458931,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Aleiodes_dissector_422163,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,7.0
Aleiodes_declanae_1094226,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,7.0
Leptocerus_tineiformis_1271726,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Leptoceridae_50642,7.0
Pheidole_havilandi_615035,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Xylorycta_flavicosta_1377737,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Xyloryctidae_347744,7.0
Phytoecia_rufiventris_558732,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Xylophanes_tyndarus_325872,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,7.0
Ips_perturbatus_102845,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Phytoecia_nigricornis_1553668,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Alebra_wahlbergi_1655843,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,7.0
Alcis_jubata_1869448,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ips_stebbingi_102850,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Iragaodes_nobilis_1232020,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783,7.0
Pheidole_multispina_615241,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Irbisia_brachycera_237310,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,7.0
Xylorycta_assimilis_1377728,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Xyloryctidae_347744,7.0
Phengaris_arionides_301162,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Pheosia_gnoma_988018,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Notodontidae_37571,7.0
Ithomia_terra_306015,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Agonopterix_adspersella_1869415,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,7.0
Isoperla_illyrica_2907551,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Perlodidae_50623,7.0
Isoperla_oxylepis_466564,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Perlodidae_50623,7.0
Yphthimoides_patricia_1825694,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Lepidochrysops_variabilis_1911086,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Agonopterix_rigidella_2892515,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,7.0
Philedonides_lunana_1858058,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Yphthimoides_straminea_1266546,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Phymatoceropsis_sibiricola_2969903,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,7.0
Agonopterix_ferulae_2025470,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,7.0
Lepanus_monteithi_211778,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Lepanus_dichrous_1909355,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Isoteinon_lamprospilus_218737,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Agonopterix_selini_2283476,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,7.0
Rheotanytarsus_ringei_2489500,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Chironomidae_7149,7.0
Lenarchus_fautini_691724,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Limnephilidae_50645,7.0
Ypsolopha_nemorella_1594358,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Ypsolophidae_687156,7.0
Aglossa_pinguinalis_753149,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pyralidae_7135,7.0
Ypsolopha_parenthesella_1870434,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Ypsolophidae_687156,7.0
Isyndus_reticulatus_204541,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Reduviidae_27479,7.0
Philonthus_monaeses_1770664,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Aglaostigma_discolor_1384726,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,7.0
Radara_anartoides_709090,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Philonthus_rectangulus_878360,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Philonthus_rotundicollis_1553657,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Lepidosaphes_beckii_340578,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Diaspididae_30080,7.0
Yphthimoides_pacta_1825693,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Agrilus_obsoletoguttatus_2201964,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Buprestidae_50527,7.0
Physopelta_cincticollis_238656,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Largidae_209984,7.0
Quedius_molochinoides_1943937,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Agrilus_nicolanus_2201962,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Buprestidae_50527,7.0
Isocentris_filalis_1266078,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,7.0
Pherbellia_griseola_1226596,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,7.0
Agrilus_bilineatus_2201949,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Buprestidae_50527,7.0
Quedius_ochripennis_1588420,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Lepidostoma_excavatum_761627,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Lepidostomatidae_158437,7.0
Phiaris_bipunctana_1101140,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Lepidostoma_cascadense_1192234,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Lepidostomatidae_158437,7.0
Agrilus_asahinai_2201947,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Buprestidae_50527,7.0
Isogenoides_colubrinus_466536,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Perlodidae_50623,7.0
Agriades_zullichi_2560925,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Philaethria_diatonica_310811,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Agraylea_cognatella_1875107,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydroptilidae_57995,7.0
Isogona_snowi_2013334,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Rhinocypha_bisignata_1592888,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Chlorocyphidae_126187,7.0
Rhinocyllus_conicus_202166,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Quedius_scitus_346846,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Quedius_suturalis_875678,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Agonum_consimile_1553038,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Agonoscelis_nubilis_1982645,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pentatomidae_160513,7.0
Philaenarcys_bilineata_798435,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086,7.0
Philaenarcys_spartina_1464987,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cercopidae_30086,7.0
Isonychia_ussurica_1774221,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Isonychiidae_219466,7.0
Aleochara_moerens_866021,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Leptogenys_antongilensis_610876,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Aleochara_sulcicollis_135927,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Xestia_scropulana_685400,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Xestia_infimatis_1485882,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Rhodostrophia_badiaria_1432343,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Amegilla_aeruginosa_597948,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,7.0
Amboyna_diapella_1370946,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Idia_occidentalis_989048,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Rhodophaea_formosa_1870710,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pyralidae_7135,7.0
Phytomyza_plumea_414336,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Xestia_plebeia_1488999,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Xestia_rhomboidea_987439,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Quasimus_minutissimus_1588414,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Phalacropterix_graslinella_753403,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Psychidae_93884,7.0
Quedionuchus_glaber_2772580,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Xestia_fabulosa_942947,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Phytomyza_opacae_132629,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Xestobium_plumbeum_1586558,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Anobiidae_186076,7.0
Amauromyza_flavifrons_414313,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Xestobium_rufovillosum_879067,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Anobiidae_186076,7.0
Rhodobium_porosum_869315,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,7.0
Quedius_boopoides_1553696,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Idionychus_excisus_383523,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Phaleria_bimaculata_669195,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,7.0
Leptonema_acutum_1875581,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydropsychidae_41030,7.0
Quedius_boops_878399,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Rhodinia_silkae_1107724,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Saturniidae_7117,7.0
Idalus_lineosus_1207831,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Ameletus_subnotatus_248206,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Ameletidae_185817,7.0
Rhithrogena_landai_1678821,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,7.0
Amorphochelus_retusus_1629724,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Pyrrhopyge_sergius_2585947,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Rhopalomastix_johorensis_624861,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Ampedus_sinuatus_941990,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Pero_coronata_717309,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ampedus_hypogastricus_341282,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Pero_infantilis_1007371,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Pieriballia_viardi_320237,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pieridae_7114,7.0
Ampedus_erythrogonus_1553061,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Ampedus_apicatus_1709570,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Idaea_celtima_2680562,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Quadraceps_punctatus_160191,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Phthiraptera_85819;Philopteridae_66236,7.0
Amorphocerus_rufipes_502983,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Idaea_rubraria_190353,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Idaea_dilutaria_986992,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Peronura_clavigera_487305,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Tettigoniidae_62784,7.0
Amorbia_concavana_1026939,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Idaea_eugeniata_1441527,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Amolita_obliqua_2013127,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Quadrus_contubernalis_355107,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Idaea_longaria_1441543,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Idaea_minuscularia_1441546,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Amiota_latitabula_518797,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Idaea_muricata_986995,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ametris_nitocris_705218,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Phalonidia_manniana_1176459,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Amara_convexior_877770,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Amara_convexa_1205960,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Phasia_aurulans_1640941,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tachinidae_27474,7.0
Allopiophila_vulgaris_1763905,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Piophilidae_28629,7.0
Rhizophagus_dispar_346847,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Monotomidae_196978,7.0
Alloperla_serrata_1646249,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Chloroperlidae_143748,7.0
Imber_tropicus_1088461,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,7.0
Alloperla_atlantica_2219835,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Chloroperlidae_143748,7.0
Imbrasia_epimethea_1337254,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Saturniidae_7117,7.0
Leptogenys_ridens_611063,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Allograpta_fuscotibialis_414770,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,7.0
Impatiophila_epubescens_1861803,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Pharyngomyia_picta_1888235,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Oestridae_7387,7.0
Allogamus_mortoni_2566248,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Limnephilidae_50645,7.0
Impatiophila_longifolia_1861810,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Illeis_cincta_930880,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,7.0
Allodromia_testacea_1890539,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Hybotidae_1446258,7.0
Phasia_robertsonii_2060996,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tachinidae_27474,7.0
Quedius_fuliginosus_1553701,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Impatiophila_magnimaculata_1861811,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Xylographus_contractus_1268364,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Ciidae_219428,7.0
Allocapnia_mystica_608863,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Capniidae_143699,7.0
Rhithrogena_reatina_1592920,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,7.0
Allantus_viennensis_1384745,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,7.0
Allantus_laticinctus_1384739,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,7.0
Phausis_rhombica_1710754,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049,7.0
Allantus_cingulatus_1384737,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,7.0
Allotrichoma_simplex_1890540,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ephydridae_48991,7.0
Alloxysta_arcuata_1834406,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Figitidae_44353,7.0
Alloxysta_curta_2518867,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Figitidae_44353,7.0
Xyletinus_ater_1588532,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Anobiidae_186076,7.0
Illiberis_pruni_2478356,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354,7.0
Alysia_sophia_1889477,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,7.0
Alucita_hexadactyla_753150,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Alucitidae_655175,7.0
Phytomyza_erigerophila_132622,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Altopedaliodes_kruegeri_2749762,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Illice_citrina_1140857,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Illinoia_liriodendri_527707,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,7.0
Xyleborus_hawaiiensis_2483261,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
